mouse_ens_id	mouse_gene_symbol	human_ens_id	human_gene_symbol	human_chromosome	human_gene_start_bp
ENSMUSG00000028452	Vcp	ENSG00000165280	VCP	9	35056064
ENSMUSG00000070084	Mir486	ENSG00000274705	MIR486-1	8	41660441
ENSMUSG00000046761	Fam83h	ENSG00000180921	FAM83H	8	143723933
ENSMUSG00000105754	NA	ENSG00000274998	SNORA17A	9	136726747
ENSMUSG00000020471	Pold2	ENSG00000106628	POLD2	7	44114681
ENSMUSG00000037455	Slc18b1	ENSG00000146409	SLC18B1	6	132769370
ENSMUSG00000038696	Mapkap1	ENSG00000119487	MAPKAP1	9	125437393
ENSMUSG00000039683	Sdk1	ENSG00000146555	SDK1	7	3301252
ENSMUSG00000046311	Zfp62	ENSG00000196670	ZFP62	5	180847611
ENSMUSG00000004980	Hnrnpa2b1	ENSG00000122566	HNRNPA2B1	7	26173057
ENSMUSG00000088057	Gm26149	ENSG00000222213	RNU6-588P	5	149606637
ENSMUSG00000050379	Sept6	ENSG00000125354	SEPTIN6	X	119615724
ENSMUSG00000039844	Rapgef1	ENSG00000107263	RAPGEF1	9	131576770
ENSMUSG00000038916	Soga3	ENSG00000255330		6	127438406
ENSMUSG00000038916	Soga3	ENSG00000214338	SOGA3	6	127472794
ENSMUSG00000022579	Gpihbp1	ENSG00000277494	GPIHBP1	8	143213218
ENSMUSG00000029787	Avl9	ENSG00000105778	AVL9	7	32495426
ENSMUSG00000079317	Trappc2	ENSG00000196459	TRAPPC2	X	13712244
ENSMUSG00000058626	Capn11	ENSG00000137225	CAPN11	6	44158811
ENSMUSG00000028222	Calb1	ENSG00000104327	CALB1	8	90058608
ENSMUSG00000026873	Phf19	ENSG00000119403	PHF19	9	120855651
ENSMUSG00000000594	Gm2a	ENSG00000196743	GM2A	5	151212150
ENSMUSG00000089018	Gm25521	ENSG00000206871	RNU6-533P	8	36309584
ENSMUSG00000035666	Gtf3c4	ENSG00000125484	GTF3C4	9	132670035
ENSMUSG00000053746	Ptrh1	ENSG00000187024	PTRH1	9	127690348
ENSMUSG00000031530	Dusp4	ENSG00000120875	DUSP4	8	29333064
ENSMUSG00000019782	Rwdd1	ENSG00000111832	RWDD1	6	116571409
ENSMUSG00000024215	Spdef	ENSG00000124664	SPDEF	6	34537802
ENSMUSG00000103906	TIGD5	ENSG00000179886	TIGD5	8	143597831
ENSMUSG00000028945	Rheb	ENSG00000106615	RHEB	7	151466012
ENSMUSG00000038822	Hace1	ENSG00000085382	HACE1	6	104728094
ENSMUSG00000043659	Npsr1	ENSG00000187258	NPSR1	7	34658218
ENSMUSG00000064393	Gm23627	ENSG00000199468	RNU6-556P	5	156814130
ENSMUSG00000049420	Tmem200a	ENSG00000164484	TMEM200A	6	130366017
ENSMUSG00000064909	Gm25401	ENSG00000207090	RNU6-517P	7	121194948
ENSMUSG00000048693	Olfr435	ENSG00000212807	OR2A42	7	144228244
ENSMUSG00000048693	Olfr435	ENSG00000221970	OR2A1	7	144312464
ENSMUSG00000025537	Phkg1	ENSG00000164776	PHKG1	7	56080283
ENSMUSG00000084661	Gm24635	ENSG00000222736	RNU4-6P	X	16875146
ENSMUSG00000089372	Gm22139	ENSG00000252643	RNU6-1136P	7	102834605
ENSMUSG00000095675	Ccl21b	ENSG00000137077	CCL21	9	34709005
ENSMUSG00000069910	Spdl1	ENSG00000040275	SPDL1	5	169583636
ENSMUSG00000013611	Snx31	ENSG00000174226	SNX31	8	100572889
ENSMUSG00000092074	Dynlt1a	ENSG00000146425	DYNLT1	6	158636474
ENSMUSG00000038007	Acer2	ENSG00000177076	ACER2	9	19409009
ENSMUSG00000029863	Casp2	ENSG00000106144	CASP2	7	143288215
ENSMUSG00000062204	Olfr1373	ENSG00000174339	OR2Y1	5	180739042
ENSMUSG00000068748	Ptprz1	ENSG00000106278	PTPRZ1	7	121873089
ENSMUSG00000084467	n-R5s24	ENSG00000201285	RNA5SP524	X	148008100
ENSMUSG00000042644	Itpr3	ENSG00000096433	ITPR3	6	33620365
ENSMUSG00000059455	Plac8l1	ENSG00000173261	PLAC8L1	5	146084313
ENSMUSG00000022340	Sybu	ENSG00000147642	SYBU	8	109573978
ENSMUSG00000060450	Rnf14	ENSG00000013561	RNF14	5	141958328
ENSMUSG00000048988	Elfn1	ENSG00000225968	ELFN1	7	1688119
ENSMUSG00000036449	Lcn8	ENSG00000204001	LCN8	9	136754386
ENSMUSG00000031262	Cenpi	ENSG00000102384	CENPI	X	101098218
ENSMUSG00000051359	Ncald	ENSG00000104490	NCALD	8	101686542
ENSMUSG00000088710	Gm22730	ENSG00000252491	RNU1-142P	X	26790142
ENSMUSG00000077756	Snord90	ENSG00000212447	SNORD90	9	122880213
ENSMUSG00000029823	Luc7l2	ENSG00000146963	LUC7L2	7	139340359
ENSMUSG00000095059	Gm25670	ENSG00000199468	RNU6-556P	5	156814130
ENSMUSG00000098905	Zfp953	ENSG00000214652	ZNF727	7	64045434
ENSMUSG00000098905	Zfp953	ENSG00000234444	ZNF736	7	64307459
ENSMUSG00000022286	Grhl2	ENSG00000083307	GRHL2	8	101492439
ENSMUSG00000036398	Ppp1r11	ENSG00000204619	PPP1R11	6	30066709
ENSMUSG00000021451	Sema4d	ENSG00000187764	SEMA4D	9	89360787
ENSMUSG00000029705	Cux1	ENSG00000257923	CUX1	7	101815904
ENSMUSG00000006717	Acot13	ENSG00000112304	ACOT13	6	24667035
ENSMUSG00000101819	Gm14474	ENSG00000229674	H2AL1RP	X	37994252
ENSMUSG00000037646	Vps13b	ENSG00000132549	VPS13B	8	99013266
ENSMUSG00000003032	Klf4	ENSG00000136826	KLF4	9	107484852
ENSMUSG00000022372	Sla	ENSG00000155926	SLA	8	133036728
ENSMUSG00000044681	Cnpy1	ENSG00000146910	CNPY1	7	155474206
ENSMUSG00000063727	Tnfrsf11b	ENSG00000164761	TNFRSF11B	8	118923557
ENSMUSG00000028454	Pigo	ENSG00000165282	PIGO	9	35088688
ENSMUSG00000031105	Slc25a14	ENSG00000102078	SLC25A14	X	130339888
ENSMUSG00000023809	Rps6ka2	ENSG00000071242	RPS6KA2	6	166409364
ENSMUSG00000041235	Chd7	ENSG00000171316	CHD7	8	60678740
ENSMUSG00000084643	Gm24385	ENSG00000252978	RN7SKP183	X	20452108
ENSMUSG00000035551	Igfbpl1	ENSG00000137142	IGFBPL1	9	38406528
ENSMUSG00000029925	Tbxas1	ENSG00000059377	TBXAS1	7	139777051
ENSMUSG00000039754	Alkbh4	ENSG00000160993	ALKBH4	7	102456238
ENSMUSG00000039842	Mcph1	ENSG00000147316	MCPH1	8	6406596
ENSMUSG00000039158	Akna	ENSG00000106948	AKNA	9	114334156
ENSMUSG00000028264	Spaca1	ENSG00000118434	SPACA1	6	88047841
ENSMUSG00000042985	Upk3b	ENSG00000243566	UPK3B	7	76510428
ENSMUSG00000055137	Sugct	ENSG00000175600	SUGCT	7	40135005
ENSMUSG00000028224	Nbn	ENSG00000104320	NBN	8	89933331
ENSMUSG00000089291	Gm23208	ENSG00000252249		6	93879106
ENSMUSG00000089291	Gm23208	ENSG00000252719		X	139909904
ENSMUSG00000056004	9330182L06Rik	ENSG00000164659	ELAPOR2	7	86876906
ENSMUSG00000073910	Mob3b	ENSG00000120162	MOB3B	9	27325209
ENSMUSG00000043542	Zc2hc1a	ENSG00000104427	ZC2HC1A	8	78666089
ENSMUSG00000088685	Gm23995	ENSG00000252724		9	39892446
ENSMUSG00000088685	Gm23995	ENSG00000276094		9	41573512
ENSMUSG00000088685	Gm23995	ENSG00000252133		9	62358191
ENSMUSG00000088685	Gm23995	ENSG00000278010		9	67797087
ENSMUSG00000084560	Gm26478	ENSG00000201231	RNU4-50P	8	58814412
ENSMUSG00000092586	Ly6g6c	ENSG00000204421	LY6G6C	6	31718648
ENSMUSG00000028417	Tal2	ENSG00000186051	TAL2	9	105662457
ENSMUSG00000055632	Hmcn2	ENSG00000148357	HMCN2	9	130265882
ENSMUSG00000019080	Mfsd3	ENSG00000167700	MFSD3	8	144509070
ENSMUSG00000028437	Ubap1	ENSG00000165006	UBAP1	9	34179005
ENSMUSG00000073421	H2-Ab1	ENSG00000179344	HLA-DQB1	6	32659467
ENSMUSG00000073421	H2-Ab1	ENSG00000232629	HLA-DQB2	6	32756098
ENSMUSG00000022551	Cyc1	ENSG00000179091	CYC1	8	144095039
ENSMUSG00000096520	Gm3376	ENSG00000242875	RBMY1B	Y	21511338
ENSMUSG00000096520	Gm3376	ENSG00000234414	RBMY1A1	Y	21511372
ENSMUSG00000096520	Gm3376	ENSG00000244395	RBMY1D	Y	21880076
ENSMUSG00000096520	Gm3376	ENSG00000242389	RBMY1E	Y	21903618
ENSMUSG00000096520	Gm3376	ENSG00000169800	RBMY1F	Y	22168542
ENSMUSG00000096520	Gm3376	ENSG00000226941	RBMY1J	Y	22403461
ENSMUSG00000026975	Dph7	ENSG00000148399	DPH7	9	137554444
ENSMUSG00000057842	Zfp595	ENSG00000214652	ZNF727	7	64045434
ENSMUSG00000057842	Zfp595	ENSG00000234444	ZNF736	7	64307459
ENSMUSG00000041229	Phf8	ENSG00000172943	PHF8	X	53936676
ENSMUSG00000029613	Eif2ak1	ENSG00000086232	EIF2AK1	7	6022247
ENSMUSG00000039737	Prkrip1	ENSG00000128563	PRKRIP1	7	102363872
ENSMUSG00000095980	Gm23050	ENSG00000195024	RNU1-15P	7	21381363
ENSMUSG00000009630	Ppp2cb	ENSG00000104695	PPP2CB	8	30774457
ENSMUSG00000031179	3830417A13Rik	ENSG00000124260	MAGEA10	X	152133310
ENSMUSG00000028986	Klhl7	ENSG00000122550	KLHL7	7	23105758
ENSMUSG00000039717	Ralyl	ENSG00000184672	RALYL	8	84182787
ENSMUSG00000059401	Mamld1	ENSG00000013619	MAMLD1	X	150361422
ENSMUSG00000029699	Ssc4d	ENSG00000146700	SSC4D	7	76389334
ENSMUSG00000062202	Btbd9	ENSG00000183826	BTBD9	6	38168451
ENSMUSG00000008429	Herpud2	ENSG00000122557	HERPUD2	7	35632659
ENSMUSG00000117819	NA	ENSG00000213588	ZBTB9	6	33453970
ENSMUSG00000078747	Gm20878	ENSG00000187186		9	34664163
ENSMUSG00000031264	Btk	ENSG00000010671	BTK	X	101349447
ENSMUSG00000043119	Olfr448	ENSG00000221836	OR2A5	7	144048948
ENSMUSG00000023267	Gabrr2	ENSG00000111886	GABRR2	6	89254464
ENSMUSG00000040405	Havcr1	ENSG00000113249	HAVCR1	5	157029413
ENSMUSG00000035403	Crb2	ENSG00000148204	CRB2	9	123356170
ENSMUSG00000031224	Magee2	ENSG00000186675	MAGEE2	X	75782987
ENSMUSG00000025921	Rdh10	ENSG00000121039	RDH10	8	73294602
ENSMUSG00000024330	Col11a2	ENSG00000204248	COL11A2	6	33162681
ENSMUSG00000063354	Slc39a4	ENSG00000147804	SLC39A4	8	144409742
ENSMUSG00000065027	Gm25201	ENSG00000202313	RNU1-64P	6	11503509
ENSMUSG00000022587	Ly6e	ENSG00000160932	LY6E	8	143017982
ENSMUSG00000039555	Cylc2	ENSG00000155833	CYLC2	9	102995311
ENSMUSG00000033114	Slc35d2	ENSG00000285269		9	96235331
ENSMUSG00000033114	Slc35d2	ENSG00000130958	SLC35D2	9	96313444
ENSMUSG00000070923	Klhl9	ENSG00000198642	KLHL9	9	21329665
ENSMUSG00000057561	Eif1a	ENSG00000198692	EIF1AY	Y	20575776
ENSMUSG00000062991	Nrg1	ENSG00000157168	NRG1	8	31639222
ENSMUSG00000022097	Sftpc	ENSG00000168484	SFTPC	8	22156913
ENSMUSG00000084518	Gm22477	ENSG00000275558	RN7SKP175	8	143542110
ENSMUSG00000084518	Gm22477	ENSG00000202473	RN7SKP81	X	143090347
ENSMUSG00000070980	Actl7b	ENSG00000148156	ACTL7B	9	108854588
ENSMUSG00000068587	Mgam	ENSG00000257335	MGAM	7	141907813
ENSMUSG00000059383	Gfral	ENSG00000187871	GFRAL	6	55327469
ENSMUSG00000076050	Mir450b	ENSG00000216001	MIR450B	X	134540185
ENSMUSG00000000402	Egfl6	ENSG00000198759	EGFL6	X	13569601
ENSMUSG00000022314	Rad21	ENSG00000164754	RAD21	8	116845934
ENSMUSG00000023913	Pla2g7	ENSG00000146070	PLA2G7	6	46704201
ENSMUSG00000056215	Lrguk	ENSG00000155530	LRGUK	7	134127299
ENSMUSG00000076066	Mir223	ENSG00000284567	MIR223	X	66018870
ENSMUSG00000047115	Fam221a	ENSG00000188732	FAM221A	7	23680130
ENSMUSG00000047446	Arl4a	ENSG00000122644	ARL4A	7	12686856
ENSMUSG00000073293	Nudt10	ENSG00000196368	NUDT11	X	51490011
ENSMUSG00000023999	Kif6	ENSG00000164627	KIF6	6	39329990
ENSMUSG00000028953	Abcf2	ENSG00000285292	ABCF2-H2BE1	7	151207837
ENSMUSG00000028953	Abcf2	ENSG00000033050	ABCF2	7	151211484
ENSMUSG00000004865	Srpk1	ENSG00000096063	SRPK1	6	35832966
ENSMUSG00000063785	Utp14a	ENSG00000156697	UTP14A	X	129906121
ENSMUSG00000061845	Gm10104	ENSG00000164822	DEFA6	8	6924697
ENSMUSG00000061845	Gm10104	ENSG00000164821	DEFA4	8	6935820
ENSMUSG00000061845	Gm10104	ENSG00000206047	DEFA1	8	6977649
ENSMUSG00000061845	Gm10104	ENSG00000240247	DEFA1B	8	6996766
ENSMUSG00000061845	Gm10104	ENSG00000239839	DEFA3	8	7015869
ENSMUSG00000061845	Gm10104	ENSG00000164816	DEFA5	8	7055304
ENSMUSG00000039678	Tbc1d13	ENSG00000107021	TBC1D13	9	128787253
ENSMUSG00000076754	Trgv2	ENSG00000211693	TRGV11	7	38291616
ENSMUSG00000041700	Lhfpl1	ENSG00000182508	LHFPL1	X	112630648
ENSMUSG00000021794	Glud1	ENSG00000182890	GLUD2	X	121047610
ENSMUSG00000079707	Tcte3	ENSG00000184786	TCTE3	6	169740109
ENSMUSG00000100079	Ifnab	ENSG00000137080	IFNA21	9	21165637
ENSMUSG00000100079	Ifnab	ENSG00000236637	IFNA4	9	21186694
ENSMUSG00000100079	Ifnab	ENSG00000214042	IFNA7	9	21201469
ENSMUSG00000100079	Ifnab	ENSG00000186803	IFNA10	9	21206181
ENSMUSG00000100079	Ifnab	ENSG00000147885	IFNA16	9	21216373
ENSMUSG00000100079	Ifnab	ENSG00000234829	IFNA17	9	21227243
ENSMUSG00000100079	Ifnab	ENSG00000228083	IFNA14	9	21239002
ENSMUSG00000100079	Ifnab	ENSG00000147873	IFNA5	9	21304326
ENSMUSG00000100079	Ifnab	ENSG00000120235	IFNA6	9	21349835
ENSMUSG00000100079	Ifnab	ENSG00000233816	IFNA13	9	21367424
ENSMUSG00000100079	Ifnab	ENSG00000188379	IFNA2	9	21384255
ENSMUSG00000100079	Ifnab	ENSG00000120242	IFNA8	9	21409117
ENSMUSG00000100079	Ifnab	ENSG00000197919	IFNA1	9	21440439
ENSMUSG00000031570	Ppapdc1b	ENSG00000147535	PLPP5	8	38263130
ENSMUSG00000038736	Nudcd1	ENSG00000120526	NUDCD1	8	109240919
ENSMUSG00000063531	Sema3e	ENSG00000170381	SEMA3E	7	83363238
ENSMUSG00000064915	Gm22575	ENSG00000206733	RNU6-641P	X	36021939
ENSMUSG00000068551	Zfp467	ENSG00000181444	ZNF467	7	149764182
ENSMUSG00000034457	Eda2r	ENSG00000131080	EDA2R	X	66595637
ENSMUSG00000026833	Olfm1	ENSG00000130558	OLFM1	9	135075422
ENSMUSG00000102739	Gm20772	ENSG00000186787	SPIN2B	X	57118551
ENSMUSG00000102739	Gm20772	ENSG00000147059	SPIN2A	X	57134530
ENSMUSG00000094473	Gm25935	ENSG00000207204	RNU6-393P	7	98794718
ENSMUSG00000036985	Zdhhc9	ENSG00000188706	ZDHHC9	X	129803288
ENSMUSG00000089170	Gm22431	ENSG00000200857		7	69507510
ENSMUSG00000022056	Adam7	ENSG00000069206	ADAM7	8	24440930
ENSMUSG00000021189	Atxn3	ENSG00000123594	ATXN3L	X	13318236
ENSMUSG00000101252	Ifna6	ENSG00000137080	IFNA21	9	21165637
ENSMUSG00000101252	Ifna6	ENSG00000236637	IFNA4	9	21186694
ENSMUSG00000101252	Ifna6	ENSG00000214042	IFNA7	9	21201469
ENSMUSG00000101252	Ifna6	ENSG00000186803	IFNA10	9	21206181
ENSMUSG00000101252	Ifna6	ENSG00000147885	IFNA16	9	21216373
ENSMUSG00000101252	Ifna6	ENSG00000234829	IFNA17	9	21227243
ENSMUSG00000101252	Ifna6	ENSG00000228083	IFNA14	9	21239002
ENSMUSG00000101252	Ifna6	ENSG00000147873	IFNA5	9	21304326
ENSMUSG00000101252	Ifna6	ENSG00000120235	IFNA6	9	21349835
ENSMUSG00000101252	Ifna6	ENSG00000233816	IFNA13	9	21367424
ENSMUSG00000101252	Ifna6	ENSG00000188379	IFNA2	9	21384255
ENSMUSG00000101252	Ifna6	ENSG00000120242	IFNA8	9	21409117
ENSMUSG00000101252	Ifna6	ENSG00000197919	IFNA1	9	21440439
ENSMUSG00000053094	Tmem248	ENSG00000106609	TMEM248	7	66921225
ENSMUSG00000009628	Tex15	ENSG00000133863	TEX15	8	30831544
ENSMUSG00000065405	Mir30a	ENSG00000207827	MIR30A	6	71403551
ENSMUSG00000055976	Cldn23	ENSG00000253958	CLDN23	8	8701937
ENSMUSG00000020411	Nipal4	ENSG00000172548	NIPAL4	5	157460019
ENSMUSG00000053317	Sec61b	ENSG00000106803	SEC61B	9	99222064
ENSMUSG00000036800	Fam135b	ENSG00000147724	FAM135B	8	138130023
ENSMUSG00000023988	Bysl	ENSG00000112578	BYSL	6	41921499
ENSMUSG00000016382	Pls3	ENSG00000102024	PLS3	X	115561174
ENSMUSG00000020431	Adcy1	ENSG00000164742	ADCY1	7	45574140
ENSMUSG00000112495	NA	ENSG00000096401	CDC5L	6	44387706
ENSMUSG00000022357	Klhl38	ENSG00000175946	KLHL38	8	123645527
ENSMUSG00000043753	Dmrta1	ENSG00000176399	DMRTA1	9	22446824
ENSMUSG00000021326	Trim27	ENSG00000204713	TRIM27	6	28903002
ENSMUSG00000059586	Nsmce2	ENSG00000156831	NSMCE2	8	125091679
ENSMUSG00000035539	E230008N13Rik	ENSG00000197816	CCDC180	9	97307304
ENSMUSG00000019982	Myb	ENSG00000118513	MYB	6	135181308
ENSMUSG00000040350	Trim7	ENSG00000146054	TRIM7	5	181193924
ENSMUSG00000099179	Gm27980	ENSG00000278218		X	11148584
ENSMUSG00000036352	Ubac1	ENSG00000130560	UBAC1	9	135932969
ENSMUSG00000031202	Rab39b	ENSG00000155961	RAB39B	X	155258235
ENSMUSG00000039521	Foxp3	ENSG00000049768	FOXP3	X	49250438
ENSMUSG00000021366	Hivep1	ENSG00000095951	HIVEP1	6	12008762
ENSMUSG00000065612	Mir151	ENSG00000254324	MIR151A	8	140732564
ENSMUSG00000098925	Rnu3b2	ENSG00000238297		7	107999791
ENSMUSG00000045514	Olfr460	ENSG00000258083	OR9A4	7	141916399
ENSMUSG00000031489	Adrb3	ENSG00000285880		8	37934340
ENSMUSG00000031489	Adrb3	ENSG00000188778	ADRB3	8	37962990
ENSMUSG00000089253	Gm25716	ENSG00000212221	RNU6-220P	8	143350172
ENSMUSG00000092710	Gm22857	ENSG00000252724		9	39892446
ENSMUSG00000092710	Gm22857	ENSG00000276094		9	41573512
ENSMUSG00000092710	Gm22857	ENSG00000252133		9	62358191
ENSMUSG00000092710	Gm22857	ENSG00000278010		9	67797087
ENSMUSG00000057789	Bak1	ENSG00000030110	BAK1	6	33572547
ENSMUSG00000031349	Nsdhl	ENSG00000147383	NSDHL	X	152830967
ENSMUSG00000089762	Ier5l	ENSG00000188483	IER5L	9	129175552
ENSMUSG00000032258	Lca5	ENSG00000135338	LCA5	6	79484991
ENSMUSG00000024867	Pip5k1b	ENSG00000107242	PIP5K1B	9	68705240
ENSMUSG00000053838	Nudcd3	ENSG00000015676	NUDCD3	7	44379119
ENSMUSG00000041112	Elmo1	ENSG00000155849	ELMO1	7	36854361
ENSMUSG00000090509	Sfta2	ENSG00000196260	SFTA2	6	30931353
ENSMUSG00000022565	Plec	ENSG00000178209	PLEC	8	143915147
ENSMUSG00000024827	Gldc	ENSG00000178445	GLDC	9	6532467
ENSMUSG00000088930	Gm25921	ENSG00000252724		9	39892446
ENSMUSG00000088930	Gm25921	ENSG00000276094		9	41573512
ENSMUSG00000088930	Gm25921	ENSG00000252133		9	62358191
ENSMUSG00000088930	Gm25921	ENSG00000278010		9	67797087
ENSMUSG00000049321	Zfp2	ENSG00000198939	ZFP2	5	178895898
ENSMUSG00000039116	Gpr126	ENSG00000112414	ADGRG6	6	142301854
ENSMUSG00000044792	Isca1	ENSG00000135070	ISCA1	9	86264546
ENSMUSG00000006678	Pola1	ENSG00000101868	POLA1	X	24693909
ENSMUSG00000073877	Gm13306	ENSG00000213927	CCL27	9	34661880
ENSMUSG00000002250	Ppard	ENSG00000112033	PPARD	6	35342558
ENSMUSG00000087802	Gm25979	ENSG00000252724		9	39892446
ENSMUSG00000087802	Gm25979	ENSG00000276094		9	41573512
ENSMUSG00000087802	Gm25979	ENSG00000252133		9	62358191
ENSMUSG00000087802	Gm25979	ENSG00000278010		9	67797087
ENSMUSG00000035078	Mtmr9	ENSG00000104643	MTMR9	8	11284816
ENSMUSG00000036790	Slitrk2	ENSG00000185985	SLITRK2	X	145817829
ENSMUSG00000023829	Slc22a1	ENSG00000175003	SLC22A1	6	160121815
ENSMUSG00000077783	Gm23907	ENSG00000222659	RNU2-8P	6	121580332
ENSMUSG00000077783	Gm23907	ENSG00000222581	RNU2-47P	9	12300266
ENSMUSG00000022312	Eif3h	ENSG00000147677	EIF3H	8	116642130
ENSMUSG00000099861	Gm29049	ENSG00000186787	SPIN2B	X	57118551
ENSMUSG00000099861	Gm29049	ENSG00000147059	SPIN2A	X	57134530
ENSMUSG00000048875	Hdhd1a	ENSG00000130021	PUDP	X	6667865
ENSMUSG00000022332	Khdrbs3	ENSG00000131773	KHDRBS3	8	135457456
ENSMUSG00000099530	Gm29644	ENSG00000186787	SPIN2B	X	57118551
ENSMUSG00000099530	Gm29644	ENSG00000147059	SPIN2A	X	57134530
ENSMUSG00000021493	Pdlim7	ENSG00000196923	PDLIM7	5	177483394
ENSMUSG00000035495	Tstd2	ENSG00000136925	TSTD2	9	97600080
ENSMUSG00000076752	Tcrg-C2	ENSG00000211693	TRGV11	7	38291616
ENSMUSG00000037627	Rgs22	ENSG00000132554	RGS22	8	99960936
ENSMUSG00000073096	Lrrc61	ENSG00000127399	LRRC61	7	150323263
ENSMUSG00000037251	Pomk	ENSG00000185900	POMK	8	43093498
ENSMUSG00000056310	Tyw1	ENSG00000198874	TYW1	7	66995173
ENSMUSG00000056310	Tyw1	ENSG00000277149	TYW1B	7	72558744
ENSMUSG00000066196	Spag8	ENSG00000137098	SPAG8	9	35808045
ENSMUSG00000031165	Was	ENSG00000015285	WAS	X	48676596
ENSMUSG00000029725	Ppp1r35	ENSG00000160813	PPP1R35	7	100435282
ENSMUSG00000039954	Stk32a	ENSG00000169302	STK32A	5	147234963
ENSMUSG00000026969	Fam166a	ENSG00000188163	FAM166A	9	137243584
ENSMUSG00000073889	Il11ra1	ENSG00000258728		9	34646645
ENSMUSG00000073889	Il11ra1	ENSG00000137070	IL11RA	9	34650702
ENSMUSG00000071749	4933412E24Rik	ENSG00000283599		X	71667542
ENSMUSG00000071749	4933412E24Rik	ENSG00000215115	CXorf49	X	71714371
ENSMUSG00000071749	4933412E24Rik	ENSG00000215113	CXorf49B	X	71763424
ENSMUSG00000043631	Ecm2	ENSG00000106823	ECM2	9	92493554
ENSMUSG00000079531	Gm5936	ENSG00000278803		X	153271618
ENSMUSG00000047485	Klhl34	ENSG00000185915	KLHL34	X	21654690
ENSMUSG00000043986	Spata31d1d	ENSG00000189357	SPATA31D4	9	81928514
ENSMUSG00000043986	Spata31d1d	ENSG00000186788	SPATA31D3	9	81943586
ENSMUSG00000043986	Spata31d1d	ENSG00000214929	SPATA31D1	9	81988772
ENSMUSG00000075569	Rsph10b	ENSG00000155026	RSPH10B	7	5925550
ENSMUSG00000075569	Rsph10b	ENSG00000169402	RSPH10B2	7	6754109
ENSMUSG00000045680	Tcf21	ENSG00000118526	TCF21	6	133889113
ENSMUSG00000049653	Spatc1	ENSG00000186583	SPATC1	8	144012280
ENSMUSG00000057280	Musk	ENSG00000030304	MUSK	9	110668779
ENSMUSG00000021958	Pinx1	ENSG00000254093	PINX1	8	10764961
ENSMUSG00000018999	Slc35b4	ENSG00000205060	SLC35B4	7	134289332
ENSMUSG00000001467	Cyp51	ENSG00000001630	CYP51A1	7	92112153
ENSMUSG00000071005	Ccl19	ENSG00000172724	CCL19	9	34689570
ENSMUSG00000029765	Plxna4	ENSG00000221866	PLXNA4	7	132123332
ENSMUSG00000044067	Gpr22	ENSG00000172209	GPR22	7	107470018
ENSMUSG00000019849	Prep	ENSG00000085377	PREP	6	105273218
ENSMUSG00000034055	Phka1	ENSG00000067177	PHKA1	X	72578814
ENSMUSG00000024431	Nr3c1	ENSG00000113580	NR3C1	5	143277931
ENSMUSG00000020368	Canx	ENSG00000127022	CANX	5	179678628
ENSMUSG00000019984	Med23	ENSG00000112282	MED23	6	131573966
ENSMUSG00000027536	Chmp4c	ENSG00000164695	CHMP4C	8	81732448
ENSMUSG00000039660	D2Wsu81e	ENSG00000198917	SPOUT1	9	128819651
ENSMUSG00000039620	6430573F11Rik	ENSG00000250305	TRMT9B	8	12945642
ENSMUSG00000031204	Asb12	ENSG00000198881	ASB12	X	64224194
ENSMUSG00000039656	Rxrb	ENSG00000204231	RXRB	6	33193588
ENSMUSG00000055493	Epm2a	ENSG00000112425	EPM2A	6	145382535
ENSMUSG00000020328	Nudcd2	ENSG00000170584	NUDCD2	5	163446526
ENSMUSG00000039697	Ncoa7	ENSG00000111912	NCOA7	6	125781161
ENSMUSG00000047749	Zc3hav1l	ENSG00000146858	ZC3HAV1L	7	139025706
ENSMUSG00000044674	Fzd1	ENSG00000157240	FZD1	7	91264433
ENSMUSG00000036644	Tbc1d9b	ENSG00000197226	TBC1D9B	5	179862066
ENSMUSG00000036036	Zfp57	ENSG00000204644	ZFP57	6	29672483
ENSMUSG00000094575	Gm20738	ENSG00000186787	SPIN2B	X	57118551
ENSMUSG00000094575	Gm20738	ENSG00000147059	SPIN2A	X	57134530
ENSMUSG00000039917	Rhbdd2	ENSG00000005486	RHBDD2	7	75842602
ENSMUSG00000024617	Camk2a	ENSG00000070808	CAMK2A	5	150219491
ENSMUSG00000084500	Gm25320	ENSG00000202241	RN7SKP186	6	30864250
ENSMUSG00000062248	Cks2	ENSG00000123975	CKS2	9	89311195
ENSMUSG00000020738	Sumo2	ENSG00000177688	SUMO4	6	149400262
ENSMUSG00000089060	Gm22361	ENSG00000202199	RNU1-115P	X	133238657
ENSMUSG00000029673	Auts2	ENSG00000158321	AUTS2	7	69598296
ENSMUSG00000009670	Tex11	ENSG00000120498	TEX11	X	70528940
ENSMUSG00000031139	Mcf2	ENSG00000101977	MCF2	X	139581770
ENSMUSG00000026915	Strbp	ENSG00000165209	STRBP	9	123109500
ENSMUSG00000034973	Dopey1	ENSG00000083097	DOP1A	6	83067666
ENSMUSG00000061292	Cyp3a59	ENSG00000106258	CYP3A5	7	99648194
ENSMUSG00000061292	Cyp3a59	ENSG00000282301	CYP3A7-CYP3A51P	7	99684957
ENSMUSG00000061292	Cyp3a59	ENSG00000160870	CYP3A7	7	99705036
ENSMUSG00000061292	Cyp3a59	ENSG00000160868	CYP3A4	7	99756960
ENSMUSG00000061292	Cyp3a59	ENSG00000021461	CYP3A43	7	99828013
ENSMUSG00000031119	Gpc4	ENSG00000076716	GPC4	X	133300103
